cell
http://purl.obolibrary.org/obo/CL_0000132
http://purl.obolibrary.org/obo/CL_0000636
http://purl.obolibrary.org/obo/CL_0002586
http://purl.obolibrary.org/obo/CL_0000575
http://purl.obolibrary.org/obo/CL_0002304
http://purl.obolibrary.org/obo/CL_0000604
http://purl.obolibrary.org/obo/CL_0011004
http://purl.obolibrary.org/obo/CL_0002225
http://purl.obolibrary.org/obo/CL_0002565
http://purl.obolibrary.org/obo/CL_0002228
http://purl.obolibrary.org/obo/CL_0002585
http://purl.obolibrary.org/obo/CL_0002303
http://purl.obolibrary.org/obo/CL_0002224
http://purl.obolibrary.org/obo/CL_0002363
http://purl.obolibrary.org/obo/CL_0000573
