location
http://purl.obolibrary.org/obo/UBERON_0000059
http://purl.obolibrary.org/obo/UBERON_0001062
http://purl.obolibrary.org/obo/UBERON_0013522
http://purl.obolibrary.org/obo/UBERON_0000465
http://purl.org/ccf/AnatomicalStructure
http://purl.obolibrary.org/obo/UBERON_0000061
http://purl.obolibrary.org/obo/UBERON_0000064
http://purl.obolibrary.org/obo/UBERON_0004921
http://purl.obolibrary.org/obo/UBERON_0010000
http://purl.obolibrary.org/obo/UBERON_0013765
http://purl.obolibrary.org/obo/UBERON_0000062
http://purl.obolibrary.org/obo/UBERON_0000059
http://purl.obolibrary.org/obo/UBERON_0001062
http://purl.obolibrary.org/obo/UBERON_0013522
http://purl.obolibrary.org/obo/UBERON_0000465
http://purl.org/ccf/AnatomicalStructure
http://purl.obolibrary.org/obo/UBERON_0000061
http://purl.obolibrary.org/obo/UBERON_0000064
http://purl.obolibrary.org/obo/UBERON_0004921
http://purl.obolibrary.org/obo/UBERON_0010000
http://purl.obolibrary.org/obo/UBERON_0013765
http://purl.obolibrary.org/obo/UBERON_0000062
