location
http://purl.obolibrary.org/obo/UBERON_0000489
http://purl.obolibrary.org/obo/UBERON_0000479
http://purl.obolibrary.org/obo/UBERON_0005177
http://purl.obolibrary.org/obo/UBERON_0003103
http://purl.obolibrary.org/obo/UBERON_0005172
http://purl.obolibrary.org/obo/UBERON_0000061
http://purl.obolibrary.org/obo/UBERON_0002384
http://purl.org/ccf/AnatomicalStructure
http://purl.obolibrary.org/obo/UBERON_0001062
http://purl.obolibrary.org/obo/UBERON_0000064
http://purl.obolibrary.org/obo/UBERON_0005169
http://purl.obolibrary.org/obo/UBERON_0003891
http://purl.obolibrary.org/obo/UBERON_0005215
http://purl.obolibrary.org/obo/UBERON_0015212
http://purl.obolibrary.org/obo/UBERON_0005173
http://purl.obolibrary.org/obo/UBERON_0010000
http://purl.obolibrary.org/obo/UBERON_0000465
http://purl.obolibrary.org/obo/UBERON_0000062
http://purl.obolibrary.org/obo/UBERON_0002113
http://purl.obolibrary.org/obo/UBERON_0000025
http://purl.obolibrary.org/obo/UBERON_0004819
http://purl.obolibrary.org/obo/UBERON_0012275
http://purl.obolibrary.org/obo/UBERON_0004211
http://purl.obolibrary.org/obo/UBERON_0004120
http://purl.obolibrary.org/obo/UBERON_0009773
http://purl.obolibrary.org/obo/UBERON_0001285
http://purl.obolibrary.org/obo/UBERON_0007685
http://purl.obolibrary.org/obo/UBERON_0001231
http://purl.obolibrary.org/obo/UBERON_0000483
http://purl.obolibrary.org/obo/UBERON_0003914
http://purl.obolibrary.org/obo/UBERON_0006555
http://purl.obolibrary.org/obo/UBERON_0005097
http://purl.obolibrary.org/obo/UBERON_0004111
